Identification of Establishment,Region,Total Annual Sales in Fiscal Year,Permanent Full-time Workers,Total Annual Cost of Labor,Total Annual Cost of Electricity,Number of Highly Skilled Jobs Worker,Top Manager's Experience in Sector,log of Firm Performance per Worker,log of Labor Cost per Worker,log of Electricity Cost per Worker,log of Number of High Skilled Workers,log of Experience of Top Manager,log of Firm Age,"Owners of the firm females (Yes=1, No=0)","Top Manager Female (Yes=1, No=0)","Have an internationally recognized quality certification? (Yes=1, No=0)","Establishment experience power outages (Yes=1, No=0)","Does this establishment have its own website or social media page? (Yes=1, No=0)","Inspected by tax officials (Yes=1, No=0)","Has current or savings account (Yes=1, No=0)","Have an over-draft facility (Yes=1, No=0)","Have a line of credit (Yes=1, No=0)","Inadequately educated workforce (Yes=1, No=0)","Business licensing and permits (Yes=1, No=0)","Corruption (Yes=1, No=0)","Access to land (Yes=1, No=0)","Political instability (Yes=1, No=0)","Access to finance (Yes=1, No=0)","Electricity (Yes=1, No=0)","Practices of competitors in the informal sector  (Yes=1, No=0)","Tax administration  (Yes=1, No=0)","Labor regulations  (Yes=1, No=0)","Tax rates  (Yes=1, No=0)","Customs and trade regulations  (Yes=1, No=0)","Transport (Yes=1, No=0)","Courts (Yes=1, No=0)","Crime, theft and disorder (Yes=1, No=0)"
863107,Sylhet,4500000,10,1200000,60000,2,5,13.01700308,11.69524786,8.699531415,1.098612289,1.791759469,1.791759469,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863108,Rajshahi,500000,10,1020000,48000,0,45,10.81978028,11.53272907,8.47639203,0,3.828641396,2.995732274,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863111,Sylhet,8800000,10,1200000,12000,0,20,13.6876773,11.69524786,7.090160166,0,3.044522438,3.135494216,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863113,Dhaka MA,55000000,14,1853000,900000,8,15,15.18378643,11.79325972,11.07109382,2.197224577,2.772588722,2.833213344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863114,Khulna,8000000,13,1300000,360000,8,40,13.33000287,11.51292623,10.22891273,2.197224577,3.713572067,3.135494216,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863115,Rajshahi,20000000,18,1800000,120000,0,7,13.92087112,11.51292602,8.804883597,0,2.079441542,1.945910149,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863116,Khulna,150000000,14,1780000,12000,1,25,16.18708853,11.75306715,6.753687929,0.693147181,3.258096538,3.091042453,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
863120,Sylhet,8500000,12,1330000,360000,0,12,13.47067019,11.6157836,10.30895544,0,2.564949357,2.48490665,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863121,Rajshahi,40000000,16,2160000,300000,8,15,14.73180131,11.81303052,9.838952365,2.197224577,2.772588722,2.63905733,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863122,Rajshahi,240000000,28,3180000,300000,1,10,15.96394498,11.64018756,9.279336577,0.693147181,2.397895273,2.397895273,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863123,Chattogram,300000000,35,3672000,60000,3,20,15.96394497,11.56089924,7.446768446,1.386294361,3.044522438,3.044522438,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863124,Sylhet,20000000,16,1800000,360000,0,10,14.03865416,11.63070906,10.02127337,0,2.397895273,2.48490665,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863125,Sylhet,50000000,40,6000000,3600000,25,10,14.03865413,11.91839074,11.40756523,3.258096538,2.397895273,2.833213344,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863126,Sylhet,20000000,30,11500000,500000,3,15,13.4100455,12.8566603,9.721167996,1.386294361,2.772588722,3.135494216,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863127,Sylhet,25000000,25,4500000,420000,1,20,13.8155106,12.10071235,9.729136546,0.693147181,3.044522438,1.791759469,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863128,Dhaka MA,400000,5,400000,5,0,16,11.28978441,11.28978441,0.182321557,0,2.833213344,1.609437912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863129,Sylhet,4600000,8,924000,300000,6,8,13.26212554,11.65702689,10.53209955,1.945910149,2.197224577,2.302585093,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863133,Sylhet,20000000,25,840000,150000,0,21,13.59236706,10.42228254,8.699521415,0,3.091042453,2.833213344,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863134,Greater Dhaka,200000000,21,4200000,720000,2,5,16.06930549,12.20607288,10.44248544,1.098612289,1.791759469,2.833213344,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
863135,Greater Dhaka,20000000,22,2860000,90000,1,24,13.72020043,11.77529008,8.316533607,0.693147181,3.218875825,3.218875825,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863136,Khulna,9600000,6,540000,84000,3,13,14.28551429,11.4075668,9.546824513,1.386294361,2.63905733,2.63905733,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863137,Khulna,180000000,1000,60000000,250000000,150,35,12.10071214,11.00209986,12.4292162,5.017279837,3.583518938,3.555348061,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863138,Chattogram,40000000,18,2700000,7500000,2,25,14.61401828,11.91839094,12.94004195,1.098612289,3.258096538,2.995732274,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863139,Sylhet,12000000,9,1200000,240000,0,15,14.10319271,11.80060837,10.19117379,0,2.772588722,2.63905733,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863140,Greater Dhaka,5000000,5,980000,18000,0,20,13.81551076,12.18587096,8.188744678,0,3.044522438,2.995732274,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863141,Sylhet,180000000,160,15600000,1400000,100,20,13.9332936,11.48760772,9.076809694,4.615120517,3.044522438,3.663561646,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863143,Rajshahi,150000000,70,104000000,130000,70,20,14.57765062,14.21140622,7.52680218,4.262679877,3.044522438,3.091042453,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863144,Dhaka MA,120000000,60,9600000,60000,2,15,14.50865775,11.9829292,6.907771946,1.098612289,2.772588722,2.708050201,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863145,Chattogram,188000000,85,9240000,840000,2,3,14.60930127,11.5964013,9.198507105,1.098612289,1.386294361,1.791759469,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863146,Sylhet,78000000,135,12000000,10000000,110,23,13.26694462,11.39514251,11.21282097,4.709530201,3.17805383,2.63905733,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863153,Dhaka MA,200000000,450,57650000,9600000,350,10,13.00458035,11.76065324,9.968026178,5.860786223,2.397895273,2.564949357,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863154,Khulna,250000000,115,11420000,3000000,5,50,14.59203935,11.50594472,10.16919105,1.791759469,3.931825633,2.944438979,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863155,Dhaka MA,120000000,500,92700000,1200000,100,50,12.38839421,12.13027094,7.78322485,4.615120517,3.931825633,2.833213344,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863156,Greater Dhaka,15500000,64,7687000,600000,5,30,12.39746756,11.6961582,9.145803518,1.791759469,3.433987204,1.945910149,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863157,Chattogram,100000000,480,72000000,3302400,400,50,12.24689465,11.91839059,8.836374234,5.993961427,3.931825633,2.48490665,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863159,Sylhet,2000000,8,600000,960000,0,7,12.4292167,11.22524506,11.69524806,0,2.079441542,3.496507561,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863162,Chattogram,1630000,5,910000,180000,0,15,12.69465327,12.11176306,10.49127977,0,2.772588722,2.564949357,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863163,Sylhet,10000000,8,960000,180000,0,11,14.03865421,11.69524806,10.02127614,0,2.48490665,3.63758616,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863165,Khulna,1500000,14,1566000,260000,0,40,11.581919,11.62497846,9.829383427,0,3.713572067,3.713572067,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863167,Sylhet,2000000,8,480000,216000,0,14,12.4292167,11.00210192,10.20359677,0,2.708050201,2.772588722,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863168,Sylhet,3600000,20,2000000,1200000,2,28,12.10071241,11.51292596,11.00210067,1.098612289,3.36729583,3.36729583,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863169,Chattogram,920000,5,480000,120000,0,10,12.12269212,11.47210555,10.08581744,0,2.397895273,2.079441542,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863170,Sylhet,6500000,30,3500000,700000,3,30,12.28611551,11.66707643,10.05763966,1.386294361,3.433987204,3.044522438,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863171,Sylhet,5000000,7,720000,180000,0,4,13.47903852,11.54109773,10.15480754,0,1.609437912,1.791759469,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863173,Khulna,2300000,12,1439000,250000,0,45,12.16351347,11.69455303,9.944313547,0,3.828641396,3.63758616,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863174,Chattogram,1400000,6,1800000,120000,0,20,12.36022404,12.61153831,9.903495886,0,3.044522438,3.496507561,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863175,Barishal,1800000,27,2250000,550000,1,12,11.10746091,11.33060435,9.921838509,0.693147181,2.564949357,3.496507561,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863177,Barishal,2000000,8,960000,420000,0,21,12.4292167,11.69524806,10.86857083,0,3.091042453,3.091042453,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863178,Dhaka MA,6000000,9,2000000,60000,0,20,13.41004562,12.31143366,8.80489193,0,3.044522438,3.218875825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863179,Chattogram,6000000,15,1800000,360000,0,20,12.89921999,11.69524758,10.08581189,0,3.044522438,3.044522438,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863180,Barishal,1500000,10,1000000,360000,0,20,11.91839124,11.51292646,10.491277,0,3.044522438,3.044522438,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863181,Barishal,720000,5,400000,180000,0,12,11.87756997,11.28978441,10.49127977,0,2.564949357,2.48490665,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863183,Cox's Bazar,1200000,10,720000,200000,1,5,11.69524786,11.18442279,9.903492553,0.693147181,1.791759469,2.708050201,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863184,Chattogram,3500000,12,1200000,420000,0,10,12.58336716,11.5129263,10.46310572,0,2.397895273,1.791759469,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863185,Khulna,2000000,15,1786000,120000,1,30,11.80060804,11.6874394,8.987205154,0.693147181,3.433987204,3.33220451,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863186,Sylhet,6000000,10,960000,240000,0,5,13.3046851,11.47210451,10.08581328,0,1.791759469,1.945910149,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863187,Rajshahi,5500000,24,2750000,360000,2,35,12.342205,11.649058,9.615808258,1.098612289,3.583518938,3.63758616,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863188,Chattogram,18000000,60,3400000,400000,3,20,12.61153781,10.94494172,8.804877764,1.386294361,3.044522438,2.772588722,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863190,Cox's Bazar,12000000,100,7000000,120000,3,22,11.69524711,11.15625066,7.090085169,1.386294361,3.135494216,2.995732274,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863192,Sylhet,7200000,10,1170000,220000,0,22,13.48700663,11.66993007,9.998802278,0,3.135494216,3.663561646,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863193,Sylhet,4800000,15,850000,60000,0,3,12.67607648,10.9449426,8.294066307,0,1.386294361,3.258096538,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863194,Rajshahi,4000000,13,1447000,480000,2,24,12.63685581,11.62005434,10.51659411,1.098612289,3.218875825,3.218875825,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863196,Chattogram,2400000,6,350000,100000,0,20,12.89922024,10.97393182,9.721175996,0,3.044522438,3.688879454,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863197,Rajshahi,500000,14,1640000,240000,4,16,10.48330805,11.67115008,9.749341039,1.609437912,2.833213344,2.833213344,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863198,Sylhet,12000000,40,3000000,480000,1,3,12.61153784,11.22524373,9.392664012,0.693147181,1.386294361,1.945910149,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863200,Chattogram,1476000,6,840000,120000,0,5,12.41308749,11.84939889,9.903495886,0,1.791759469,1.609437912,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863201,Khulna,12000000,70,8742000,744000,2,5,12.05192205,11.73515443,9.271302416,1.098612289,1.791759469,1.791759469,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
863202,Cox's Bazar,3000000,7,840000,300000,0,24,12.96821303,11.69524821,10.66563094,0,3.218875825,3.17805383,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863204,Sylhet,3600000,12,1456000,500000,0,37,12.61153803,11.70629754,10.63745873,0,3.63758616,3.713572067,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863205,Greater Dhaka,400000,5,500000,20000,0,22,11.28978441,11.51292746,8.294099639,0,3.135494216,3.135494216,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863206,Cox's Bazar,1500000,10,1000000,250000,0,5,11.91839124,11.51292646,10.1266351,0,1.791759469,1.791759469,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863207,Khulna,1700000,22,1636000,350000,1,19,11.25509694,11.21672295,9.674648837,0.693147181,2.995732274,2.995732274,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863208,Dhaka MA,25000000,40,4800000,200000,2,35,13.34550697,11.69524723,8.517198191,1.098612289,3.583518938,3.80666249,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863209,Barishal,1500000,20,2800000,40000,1,8,11.22524406,11.84939806,7.600927459,0.693147181,2.197224577,2.397895273,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863210,Khulna,2500000,10,1860000,62000,0,15,12.4292166,12.13350249,8.7323207,0,2.772588722,3.135494216,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863212,Sylhet,12000000,50,2680000,1200000,1,7,12.38839429,10.88930472,10.08580994,0.693147181,2.079441542,2.197224577,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863213,Chattogram,6000000,13,1500000,720000,0,10,13.04232084,11.65602698,10.92205852,0,2.397895273,2.708050201,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863214,Cox's Bazar,14400000,30,3400000,960000,4,10,13.08154145,11.6380889,10.37349222,1.609437912,2.397895273,2.397895273,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863215,Chattogram,2500000,12,1150000,250000,0,6,12.24689504,11.47036672,9.944313547,0,1.945910149,1.945910149,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863216,Dhaka MA,10000000,20,8837000,600000,4,10,13.12236348,12.99872585,10.30895433,1.609437912,2.397895273,2.079441542,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863217,Rajshahi,15000000,25,4000000,120000,2,10,13.304685,11.98292934,8.47637953,1.098612289,2.397895273,2.397895273,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863218,Dhaka MA,6000000,20,1500000,50000,0,24,12.61153792,11.22524406,7.824066011,0,3.218875825,3.135494216,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863220,Sylhet,5000000,38,3360000,500000,2,50,11.78736251,11.38986567,9.484779218,1.098612289,3.931825633,4.094344562,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863221,Sylhet,4000000,10,2000000,300000,1,7,12.89922008,12.20607315,10.30895599,0.693147181,2.079441542,1.386294361,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863222,Cox's Bazar,10000000,36,2600000,80000,2,5,12.53457681,11.18750345,7.706275475,1.098612289,1.791759469,2.708050201,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863225,Cox's Bazar,2100000,14,1000000,120000,1,10,11.91839105,11.17645423,9.056198025,0.693147181,2.397895273,3.218875825,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
863226,Cox's Bazar,18000000,25,3050000,120000,5,4,13.48700655,11.71177665,8.47637953,1.791759469,1.609437912,1.791759469,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863227,Rajshahi,13200000,19,3240000,2040000,1,27,13.45128848,12.04664522,11.58402188,0.693147181,3.33220451,3.295836866,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863228,Cox's Bazar,7500000,30,2518000,50000,1,19,12.42921633,11.33777851,7.418600903,0.693147181,2.995732274,2.995732274,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863230,Sylhet,750000,10,700000,240000,0,15,11.22524473,11.15625195,10.08581328,0,2.772588722,3.80666249,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863231,Khulna,1502000,15,1700000,30000,1,2,11.51425858,11.6380892,7.600935792,0.693147181,1.098612289,2.302585093,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863232,Cox's Bazar,3200000,25,2500000,90000,1,11,11.75978586,11.51292586,8.188700235,0.693147181,2.48490665,2.48490665,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
863235,Sylhet,4000000,20,1100000,50000,0,30,12.2060729,10.91508937,7.824066011,0,3.433987204,4.941642423,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863236,Cox's Bazar,2000000,10,750000,300000,0,22,12.20607315,11.22524473,10.30895599,0,3.135494216,3.135494216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863239,Cox's Bazar,2500000,16,2000000,600000,1,12,11.95921297,11.73606952,10.53209788,0.693147181,2.564949357,2.564949357,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863240,Cox's Bazar,7000000,40,5000000,1500000,5,6,12.0725414,11.73606922,10.53209688,1.791759469,1.945910149,1.945910149,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
863241,Cox's Bazar,7000000,40,4620000,180000,5,10,12.0725414,11.65702603,8.411838231,1.791759469,2.397895273,2.564949357,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863242,Cox's Bazar,35000000,150,18420000,6000000,35,9,12.36022335,11.71831235,10.5966349,3.583518938,2.302585093,2.397895273,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863244,Cox's Bazar,3000000,34,2400000,60000,1,12,11.38776266,11.16461919,7.475755983,0.693147181,2.564949357,2.564949357,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863245,Dhaka MA,6000000,30,3720000,300000,0,15,12.20607281,11.72803711,9.210343705,0,2.772588722,2.564949357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863247,Dhaka MA,6200000,50,4890000,120000,2,15,11.72803701,11.49068006,7.78323235,1.098612289,2.772588722,2.772588722,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863248,Greater Dhaka,20000000,25,3800000,1200000,0,20,13.59236706,11.93163606,10.77895712,0,3.044522438,2.995732274,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863249,Cox's Bazar,5000000,14,1000000,90000,1,8,12.78589134,11.17645423,8.768518731,0.693147181,2.197224577,2.197224577,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863250,Greater Dhaka,1000000,10,1800000,1018000,2,26,11.51292646,12.10071269,11.53076637,1.098612289,3.295836866,3.295836866,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863252,Cox's Bazar,1900000,28,1200000,90000,1,12,11.12516046,10.66562844,8.07537155,0.693147181,2.564949357,3.295836866,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863253,Dhaka MA,8000000,50,6080000,1500000,3,8,11.98292922,11.70849241,10.30895333,1.386294361,2.197224577,1.945910149,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863254,Khulna,5000000,40,1330000,1000000,0,38,11.73606922,10.4118108,10.1266321,0,3.663561646,3.663561646,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863255,Sylhet,11000000,47,3048000,960000,2,40,12.36325832,11.07984892,9.924542003,1.098612289,3.713572067,2.397895273,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863256,Cox's Bazar,15000000,55,6000000,1000000,2,6,12.51622764,11.59993701,9.808178373,1.098612289,1.945910149,1.945910149,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
863258,Dhaka MA,10000000,70,7740000,300000,1,10,11.86960051,11.61341713,8.363045845,0.693147181,2.397895273,2.48490665,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863261,Cox's Bazar,20000000,90,12330000,960000,10,10,12.31143321,11.82773629,9.274879935,2.397895273,2.397895273,1.945910149,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863262,Cox's Bazar,20000000,86,9600000,2400000,3,14,12.35689559,11.62292646,10.23663242,1.386294361,2.708050201,2.708050201,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863264,Chattogram,50000000,140,21600000,4000000,6,31,12.78589116,11.9465615,10.26016275,1.945910149,3.465735903,3.465735903,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
863266,Greater Dhaka,3600000,52,5800000,480000,20,5,11.14520096,11.62212493,9.130299748,3.044522438,1.791759469,4.418840608,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863269,Chattogram,8000000,25,3600000,300000,3,3,12.6760764,11.87756886,9.392665262,1.386294361,1.386294361,1.386294361,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863270,Khulna,7000000,8,1500000,100000,0,15,13.68197931,12.14153479,9.433493923,0,2.772588722,2.772588722,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863272,Barishal,7500000,35,4670000,400000,2,12,12.27506565,11.80132178,9.343874265,1.098612289,2.564949357,2.708050201,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863273,Cox's Bazar,4500000,6,700000,15000,4,15,13.52782871,11.66707757,7.824112675,1.609437912,2.772588722,2.772588722,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863274,Chattogram,4300000,7,1300000,80000,0,17,13.32821566,12.13196544,9.343884265,0,2.890371758,2.890371758,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863275,Chattogram,76000000,8,1200000,200000,1,22,16.06680237,11.91839141,10.1266361,0.693147181,3.135494216,3.433987204,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863276,Khulna,4000000,5,1000000,12000,0,40,13.59236726,12.20607365,7.783307346,0,3.713572067,3.135494216,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863277,Dhaka MA,250000000,13,1800000,250000,13,25,16.77202212,11.83834842,9.864270839,2.63905733,3.258096538,3.610917913,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
